"POINT(985305.544330731 5786120.60459211)","Cima Colletta",1151,6945411214
"POINT(1008394.75406218 5790129.63467796)","Cima dell'Oress",1705,4976179761
"POINT(1009985.35373833 5790392.40303153)","Cima di Fiorina",1810,2698490302
"POINT(995639.989446066 5801280.03797509)","Cima di Medeglia",1260,4591564402
"POINT(1003534.22226762 5768616.1038912)","Cima di Sassalto",1614,1372930043
"POINT(1166036.72287138 5871625.53153712)","Cima di Vallazza - Fallaschkopf",2902,1372748441
"POINT(1008874.17371318 5790202.6456046)","Cima Mosè",1729,458035707
"POINT(993152.065618531 5771702.1905598)","Cima Pescia",835,418759645
"POINT(978612.114856364 5812592.07750464)","Cimetta",1671,554847668
"POINT(993230.66831098 5753502.50721417)","Colle di San Maffeo",515,6316934394
"POINT(1109595.72615641 5847432.66149261)","Corn Diavolezza",2903,7886386668
"POINT(844537.539783259 5804559.30988562)","Corne de Sorebois",2895,381026879
"POINT(970332.493957683 5805206.51018648)","Corona dei Pinci",1294,564838696
"POINT(1005050.18222519 5910051.31940826)","Crap Cavigliauna",2073,7105442188
"POINT(1062620.7044174 5872458.92467581)","Crap Farreras",2227,6517040626
"POINT(1020934.03753996 5917685.08145449)","Crap Masegn",2516,3439347643
"POINT(749591.28705018 5930148.7157302)","Crêt aux Moines",0,3810117320
"POINT(692594.227214796 5864634.07337562)","Crêt de la Neuve",1494,1937330287
"POINT(727757.004202344 5917040.92595636)","Crêt des Gouilles",0,7673876349
"POINT(776580.474954027 5786160.4368823)","Croix de Fer",2343,434391826
"POINT(759552.533572631 5811307.35266938)","Croix de l'Hiver",2155,1373137978
"POINT(1069724.86941694 5938645.91815032)","Crupspitz",1164,431425382
"POINT(869654.37837976 6005493.11010676)","Dangerenflue",704,371333426
"POINT(847199.489370751 5843859.97836139)","Daube",2340,2092096910
"POINT(880204.304633424 5886123.41885212)","Daube",2076,3382067850
"POINT(776425.751993774 5851941.9856067)","Dent de Jaman",1874,459849992
"POINT(707005.136423236 5890645.28359831)","Dent de Vaulion",1482,253236834
"POINT(1004431.05661325 5788820.99462639)","Denti della vecchia",0,5368321299
"POINT(864271.246103724 6007016.73163859)","Dielenberg",804,5377334415
"POINT(864366.869546316 6007269.46120047)","Dielenbergflue",796,480729317
"POINT(894572.222254519 5906150.54435532)","Dirrengrind",1850,598491812
"POINT(843739.345638424 5973930.29376341)","Dittiberg",465,7019253668
"POINT(946076.054837473 5946490.0308834)","Dossen",1685,5914531103
"POINT(1005120.2689766 5751928.06384951)","Dosso Pallanza",562,7953999410
"POINT(919988.298774221 6003169.63355181)","Dreihägen",549,7434917478
"POINT(868835.545601332 5999808.09665917)","Drootziejer",1063,6328548390
"POINT(861490.173529134 6010436.80344578)","Egg",623,6334876157
"POINT(936790.551019984 6025840.33824981)","Egg",670,2490658410
"POINT(843553.119262276 6015841.19001558)","Eggflue",688,6327921659
"POINT(901090.056364109 5849768.26025797)","Eggishorn",2926,26862818
"POINT(915597.858057335 6016725.11347613)","Eiteberg",500,2415963615
"POINT(874258.352143886 6001868.72448047)","Erliflue",821,6330340846
"POINT(866818.492087903 5999477.78507889)","Erzenberg",981,6328548993
"POINT(919137.138815667 5938735.98366015)","Esel",2118,436629041
"POINT(976042.471390637 5971123.49631638)","Etzel",1098,534428909
"POINT(1023998.76330904 5933080.09123275)","Fanenstock",2239,1139535629
"POINT(978157.786618589 5945231.14665549)","Farenstöckli",1714,7055191011
"POINT(875878.774311619 6022845.74631038)","Farnsberg",761,880791786
"POINT(946902.201306446 5993122.78441101)","Felsenegg",0,2960979129
"POINT(989276.321699276 5953877.05668167)","Fläschlihöchi",1405,6145497603
"POINT(865146.718239068 5894712.37575749)","Flöschhorn",1898,5810135105
"POINT(805703.356933757 5904721.26019782)","Fofenhubel",900,1367599468
"POINT(1005112.51000809 5960505.03488168)","Fridlispitz",1624,1414658884
"POINT(961508.865839445 5936896.5637305)","Fronalpstock",1920,426925725
"POINT(684733.579483615 5854385.98593184)","Fruitieres de Nyon",0,650427198
"POINT(972148.938616753 5948370.54733653)","Furggelenstock",1655,319341920
"POINT(1065652.82470762 5918798.10962951)","Fürhörnli",1888,1939493077
"POINT(936482.941871075 5873043.61656348)","Furkastock",2665,831524454
"POINT(821916.784732968 5900466.61495921)","Gägger",1635,4683653038
"POINT(888694.508612838 6010834.72345445)","Gälflue",773,7363640965
"POINT(839758.304612828 5941184.73495906)","Galgehöchi",757,6974056549
"POINT(958899.781878131 6055249.12721231)","Galgenbuck",0,29681176
"POINT(852720.936114098 5979887.22864503)","Galgenrain",0,1589743569
"POINT(1046026.01849417 5941676.07259637)","Gamidaurspitz",2309,5826898535
"POINT(824019.999532271 5977594.37733119)","Gäschlerflue",942,4784753863
"POINT(853199.532000865 5997875.05788841)","Gassberg",813,5078699710
"POINT(1048973.78087427 5958620.1638631)","Gauschla",2310,2344183512
"POINT(856202.809411028 5872768.73883786)","Gehrihorn",2130,823663741
"POINT(880476.714559344 5885672.10336454)","Geiss",0,3212660616
"POINT(909522.585715343 6029142.88447623)","Geissberg",700,305639783
"POINT(925931.924686401 6021741.75886069)","Geissberg",0,6376777447
"POINT(846952.493684579 6004274.18213161)","Geissflue",850,4796195432
"POINT(885740.957619213 6010877.76249356)","Geissflue",963,316136342
"POINT(876104.196280475 5941607.1295842)","Geissgratflue",1332,1372267966
"POINT(818830.229211743 5862837.50359035)","Geisshöri",1891,6140600113
"POINT(967120.692877367 5946610.89607728)","Geissstock",1613,7968127472
"POINT(869031.07828691 5898432.86114822)","Gemmenalphorn",2061,173559350
"POINT(1049521.87351914 5952443.97635167)","Ghudlet Gonzen",1413,495491996
"POINT(911687.972450254 5904665.69166174)","Gibel",2035,1051414979
"POINT(829053.666530859 5908464.44018375)","Gibelegg",1133,2268644353
"POINT(783719.538613938 5890673.14509049)","Gibloux",1204,1389693347
"POINT(893453.53929569 5899204.72789942)","Gippi",759,7783795150
"POINT(1039858.99662786 5983320.80994421)","Girenspitz",2448,1379304606
"POINT(902617.370909742 6011788.90438502)","Gisliflue",772,1698354115
"POINT(831715.348951574 5981944.72214144)","Gitziflue",1329,1372502235
"POINT(852834.025584794 5884279.315172)","Glogghore",1984,6963261180
"POINT(911645.415008923 6005395.97101116)","Goffersberg (Gofi)",508,3287273357
"POINT(1050163.2518973 5953096.73199118)","Gonzen",1829,2218409174
"POINT(1025429.49706446 5984339.80706106)","Gössigenhöchi",0,3621525278
"POINT(759358.470304331 5837802.6344337)","Grammont",2172,454149603
"POINT(698656.608759754 5872528.03761348)","Grand Cunay",1570,766489319
"POINT(777452.039775244 5850805.98977068)","Grande Chaux de Naye",1982,4169919389
"POINT(797552.644005415 5760425.48982816)","Grande Chenalette",2900,1909485809
"POINT(804068.752662897 6008433.10228582)","Grande Roche",851,6327226410
"POINT(870755.99606065 5806781.21656753)","Grathorn",2273,3075889259
"POINT(756998.196536888 5959890.69988407)","Gros Crêt",1276,375981991
"POINT(956649.9927053 6033305.8565498)","Grosser Hebelstein",659,4279943102
"POINT(967203.11382835 5946952.43382099)","Grosser Mythen",1898,440302682
"POINT(873666.076793121 6029566.03451571)","Grosse Sunnenberg",636,522650223
"POINT(1027694.43681999 5956023.58803078)","Gross Güslen",1833,2020029646
"POINT(883058.035439655 5942763.62931904)","Grüeblihängst",1366,4621159895
"POINT(851601.663161968 5902708.82818883)","Grüsisberg",950,4596973716
"POINT(874626.496831889 6011909.01944486)","Guetisbüel Howacht",608,6331665834
"POINT(816447.769469786 5904604.87385544)","Guggershorn",1283,760359654
"POINT(903180.068671803 6029622.22525441)","Gugli",606,5232219266
"POINT(1014020.38471696 5957924.36368177)","Guligrind",1618,5417259527
"POINT(1022286.07954734 5969700.16573305)","Gulmen",1789,1977534681
"POINT(880338.066133561 5885970.20446839)","Gumihorn",2100,3212624098
"POINT(836900.076499169 5932295.15247459)","Gümligeberg",703,3459368602
"POINT(828643.509867032 5928607.46715921)","Gurten",858,31517556
"POINT(1057088.64892658 5942264.90142149)","Guschachopf",747,558821632
"POINT(863592.976446321 5967858.50220988)","Gütsch",739,749939050
"POINT(869109.770034952 6000829.82051454)","Gwidemflue",1071,6328538304
"POINT(831896.810853516 5895614.35399325)","Haber",1820,4686744897
"POINT(1001978.20955726 5992123.68719444)","Habrütispitz",1275,540344136
"POINT(953747.437170408 6069470.96871352)","Hagen",912,656164208
"POINT(861321.580160328 5999920.50372302)","Hälfenbergflue",966,6142196118
"POINT(894372.3481088 6004819.16018023)","Haseberg",469,5404318210
"POINT(854156.567927113 6016617.34482188)","Häxenbödeli",588,7034130561
"POINT(851553.595405843 5988278.70814229)","Hellchöpfli",1232,3925315724
"POINT(818956.331930914 5861672.20082709)","Hindere Spitz",2078,4665660200
"POINT(858366.748992558 6003102.28878387)","Hinteri Egg",1169,316702021
"POINT(1035856.09245428 5967187.38513206)","Hinterrugg",2306,452385871
"POINT(847511.473375649 6002397.6246419)","Hirnichopf",1024,885902831
"POINT(1002714.40987767 5963975.20031932)","Hirzli",1640,989910250
"POINT(1017863.75692829 5899051.12224536)","Hitzeggerkopf",2112,1974783928
"POINT(1014174.68466315 5958130.22473712)","Höch Farlen",1623,2012643581
"POINT(1029154.41420564 5993962.14453933)","Hochhamm",1274,7099683802
"POINT(867441.191055503 5997076.99201032)","Höchi Flue",966,1821739321
"POINT(863346.21453108 5995579.04471182)","Höchmattchöpfli",847,6330358744
"POINT(886632.459761231 6011383.5201289)","Höchster Punkt des Katons Aargau",908,581335124
"POINT(950851.961555129 5965814.78159472)","Hochstock",994,4292856029
"POINT(965226.93683194 5951628.50091421)","Hochstuckli",1566,430379287
"POINT(871951.767766853 5969234.31002714)","Hochwacht",781,854380287
"POINT(935150.514357974 6021023.71710161)","Hochwacht",859,3007437265
"POINT(950746.419545908 5966155.27288002)","Hochwacht",988,1929447247
"POINT(955061.496967528 6033598.05345134)","Hochwacht Irchel",668,2522334692
"POINT(963195.367256912 6060848.00695536)","Hohberg",0,2425224791
"POINT(944844.505046928 6001387.20357193)","Hohenstein",0,2960979123
"POINT(1055877.73776963 5988470.19215602)","Hoher Kasten",1795,414188986
"POINT(920029.320006579 5916149.95170582)","Hohmad",1935,5462228613
"POINT(951908.494842248 6031092.61343573)","Höhrain",526,1840530718
"POINT(857277.265136165 5994967.94021211)","Holzflue",734,6330372460
"POINT(910764.811045054 5987939.40011323)","Homberg",787,860682098
"POINT(897929.395457862 6012442.10360039)","Hombergegg",778,304083076
"POINT(854761.188609408 5889195.43987224)","Hondrichhügel",875,5077264476
"POINT(918391.487470487 6038588.68315429)","Hönger",435,1657407812
"POINT(853773.005489636 6014652.52249481)","Horn",631,4792203622
"POINT(885869.487103282 6021264.08998104)","Horn",668,6120031576
"POINT(923980.137790425 6036661.65160549)","Hörndli",505,1670514982
"POINT(874165.823383139 6001078.22845671)","Hornflue",944,6330338833
"POINT(955054.661950793 6033197.46875784)","Hörnli",668,4279943101
"POINT(995393.5169615 6002828.46051637)","Hörnli",1133,21761857
"POINT(845405.1861584 5933180.97535479)","Hübeli",877,4623767380
"POINT(990529.623318321 6030870.27150232)","Hundsrugge",455,5246174757
"POINT(969759.933288737 5962966.50629257)","Hundwileren",1194,821183258
"POINT(894191.075449992 6007351.16244284)","Hungerberg",471,3051834204
"POINT(950356.756800335 5964811.63486515)","Hünggigütsch",1039,4802272479
"POINT(953193.377800831 6036515.10409066)","Hurbig",546,120247486
"POINT(867294.995168244 5927690.18487555)","Hurnusser",1064,5509144028
"POINT(1010067.66336982 5789592.47500619)","Il Torrione",1806,458035651
"POINT(999239.126694598 6029268.02195735)","Immenberg",706,3209861516
"POINT(871695.643882436 6021031.90347305)","Isletenebeni",741,356781801
"POINT(953874.564028893 5975845.25996753)","Josefsgütsch",0,460530409
"POINT(1057994.47788706 6012926.7241148)","Kaienspitz",1121,1149868401
"POINT(1056053.70048872 5989498.86950644)","Kamor",1751,856508942
"POINT(829556.029128911 6003491.78449483)","Karlisberg",947,2021284807
"POINT(848750.258933094 5941809.11260574)","Katharina's Eggli",0,1695909616
"POINT(870301.623295079 6017139.68792665)","Kernenweid",0,2960272789
"POINT(941782.339626136 5963966.69123459)","Kirchberg",0,1668489786
"POINT(860499.819679292 5770484.99499223)","Klein Matterhorn",3883,241018688
"POINT(918489.270511199 5939330.92886921)","Klimsenhorn",1907,1778571506
"POINT(965649.449959246 5935128.39621555)","Klingenstock",1935,614398396
"POINT(1001224.45415315 5985916.60984499)","Köbelberg",1087,3444724064
"POINT(681617.368450042 5849605.21252042)","La Barillette",1528,2522073192
"POINT(792177.983142629 5827523.7438107)","La Chaux-Ronde",0,454093040
"POINT(972548.163706585 5811539.1502844)","La Colma",795,4466782393
"POINT(793540.912196207 5791136.56795985)","La Dent",1640,763553270
"POINT(678999.31213777 5848824.15964045)","La Dôle",1678,306394529
"POINT(756529.908834968 5936058.44922596)","La Femme de Lot",0,3749475283
"POINT(764456.134878176 5816912.86948762)","La Foilleuse",1820,4127797148
"POINT(931001.38090128 6020916.80083684)","Lägeren Burghorn",859,552405046
"POINT(934399.241378508 6021076.64040023)","Lägern",866,989924453
"POINT(989186.876488423 5797851.88119396)","La Manèra",1858,6509558958
"POINT(838597.075344618 6005181.70324693)","Langi Flue",593,7039646045
"POINT(796205.466659784 5841930.59085671)","La Pare",2540,454092684
"POINT(775874.141652995 5785772.32021334)","L'Arolette",2330,1436505979
"POINT(763721.025488774 5836478.69058428)","La Suche",1541,7806246668
"POINT(795656.060444923 5841813.59753297)","La Tarent",2548,26863534
"POINT(763120.86871806 5816098.45606504)","La Truche",1901,4127797149
"POINT(975806.106715836 5942871.92231896)","Laucherenstöckli",1753,1119004519
"POINT(867123.385041237 6003908.84950583)","Lauchflue",1042,381426114
"POINT(826057.469040311 5816606.28504464)","Le Belvédère",1230,459849815
"POINT(786065.218396138 5832878.39739613)","Le Chamossaire",2112,281285393
"POINT(785837.614565262 5963808.99649136)","Le Chasseral",1607,283463291
"POINT(727804.55988881 5917922.32219806)","Le Chasseron",1607,331314609
"POINT(827962.212319479 5824212.49035354)","Le Châtelard",1272,3430484236
"POINT(770862.582705278 5853260.06410727)","Le Cubly",1188,973855992
"POINT(803085.100246401 6006567.97722263)","Le Gyps",880,3444352596
"POINT(1027844.02795172 5952674.46662311)","Leist",2222,1974816095
"POINT(1025632.36570448 5965946.34127792)","Leistchamm",2101,548652833
"POINT(880976.550204955 5880373.42958755)","Leiterhorn",0,7749776972
"POINT(776237.288095861 5850758.85430524)","Le Merdasson",1860,766711594
"POINT(774807.600743654 5858251.40921384)","Le Molard",1752,458412235
"POINT(781143.917291556 5868758.63027418)","Le Moléson",2002,459850004
"POINT(680802.264874555 5858281.39917011)","Le Noirmont",1567,3884355546
"POINT(748599.80887348 5930424.78119302)","Le Soliat",1465,252054521
"POINT(719823.653711725 5904998.14921732)","Le Suchet",1588,4378785005
"POINT(792624.37430071 5786977.16658965)","Li Blanche",2195,459849602
"POINT(944065.402194764 6001412.26586264)","Liebisegg",0,2960979126
"POINT(904431.377671963 6017965.96549216)","Linnberg",722,390461068
"POINT(979476.91145254 5812066.3540948)","Lo Stallone",1496,1151165146
"POINT(883259.757488921 5887767.94572954)","Loucherhorn",2230,2357104976
"POINT(857750.851645846 5954192.05674343)","Lueg",887,1696058430
"POINT(845294.18949413 5933506.83887159)","Lüüseberg",923,4623767369
"POINT(1005201.2650381 5752548.63810354)","Maiocca",440,7966201378
"POINT(775250.719108705 5843759.55179663)","Malatraix",1768,4251319489
"POINT(883658.515036892 5879965.9743012)","Männlichen",2345,283740485
"POINT(1030774.81410948 5953367.10174479)","Maschgenkamm",2006,1912075017
"POINT(1002303.05096334 5782700.57012027)","Materone",931,502022789
"POINT(887996.056731754 5868451.15878642)","Mathildespitze",3557,3695925420
"POINT(999493.313619875 5802195.48275904)","Matro",0,4624183834
"POINT(997686.765263536 5788276.42389271)","Matro Rotondo",679,432841598
"POINT(1012185.98422402 5934047.36799908)","Matzlenstock",1953,3038775915
"POINT(846371.661977467 6004287.99152357)","Melchhüttenberg",0,7039646050
"POINT(937015.8505374 5960807.63030933)","Michaelskreuz",795,530631801
"POINT(829937.187065387 6004199.59535562)","Misteli",863,6327184573
"POINT(1062842.30812772 5917624.69392953)","Mittenberg",0,470965833
"POINT(982845.762070468 5785829.94974967)","Moncucco",1518,6369774946
"POINT(813681.335408235 5978115.70317957)","Montagne de Sorvilier",1272,6339510094
"POINT(797691.192243656 5982386.59648907)","Montbautier",1160,6339479322
"POINT(818613.890913336 5997513.49372005)","Montchaibeux",627,889411504
"POINT(758810.923124966 5863373.00979295)","Mont Chesau",982,528896311
"POINT(779960.858271201 5792718.38484492)","Mont de l'Arpille",2085,26863725
"POINT(816425.093689511 5817354.68647624)","Mont d'Orge",786,1403661572
"POINT(984268.914968566 5781039.60720872)","Monte Bedeglia",702,6313074319
"POINT(1009287.74788537 5760126.68981819)","Monte Bisbino",1325,457365475
"POINT(1002714.61025276 5785126.04201632)","Monte Boglia",1516,415867212
"POINT(1000473.86022258 5781805.15336296)","Monte Bre",925,291524462
"POINT(988189.843469133 5774414.14260554)","Monte Caslano",525,4379646619
"POINT(983022.437234306 5798341.81873051)","Monte Gambarogno",1734,212849271
"POINT(1004091.32065929 5769342.13411102)","Monte Generoso",1701,1372930224
"POINT(983267.418037695 5786844.20434181)","Monte Lema",1619,289568860
"POINT(985791.60975533 5778947.74639044)","Monte Mondini",814,3307782261
"POINT(1005223.42874871 5788940.46429857)","Monte Ogè",1450,458035750
"POINT(980292.282194805 5796645.79533738)","Monte Paglione",1554,6316312186
"POINT(993430.509060852 5763088.78418053)","Monte Pravello",1015,465507041
"POINT(1001637.16003332 5790993.2588464)","Monte Roveraccio",904,415867123
"POINT(1001566.91743463 5770238.43857198)","Monte S. Agata",939,5959782279
"POINT(996297.253115557 5766540.44977625)","Monte San Giorgio",1097,26863957
"POINT(996033.225547293 5776688.18352166)","Monte San Salvatore",912,26863960
"POINT(1001150.47121957 5775263.82464825)","Monte Sighignola",1303,465507084
"POINT(1004812.82680692 5788281.47630819)","Monte Spelucco",1383,458035820
"POINT(986962.134201022 5797013.87019753)","Monte Tamaro",1961,26863984
"POINT(975525.893293611 5805859.38280941)","Monte Verita",0,5232948720
"POINT(975496.004010333 5805752.2200039)","Monte Verità",403,3406827422
"POINT(816772.24352155 5983933.65357784)","Mont Girod",1044,6365310815
"POINT(826965.546654508 5992358.35101178)","Mont Raimeux",1302,316980046
"POINT(783052.779391883 6023516.3885343)","Mont Renaud",505,1932564148
"POINT(686073.754833275 5855584.0701571)","Mont Roux",0,437471681
"POINT(789694.022288966 5936201.98978868)","Mont Vully",653,1425180906
"POINT(963786.729787854 5958469.38526752)","Morgartenberg",1239,1791672315
"POINT(727808.088716669 5886281.03119106)","Mormont",604,1221402446
"POINT(981913.038321009 5784021.22806892)","Motto Croce",1184,393188256
"POINT(1007715.47139741 5811347.68443858)","Motto della Croce",1254,866258357
"POINT(1003349.63228799 5768356.3165224)","Motto di Cima",1581,1372929980
"POINT(982099.932614102 5783037.81741741)","Motto di Galbirona",909,6369770699
"POINT(1083369.82260508 5889225.68171292)","Muchetta",2623,519826080
"POINT(1127464.25214473 5896030.21708847)","Munt Baselgia",2945,375973695
"POINT(1099790.09315014 5858053.47806704)","Muottas da Schlarigna",0,1393797960
"POINT(883870.289236177 5942727.30885976)","Napf",1408,385237007
"POINT(865742.121667525 5895143.48954152)","Niederhorn",1963,419287414
"POINT(851857.642331047 5884513.86890615)","Niesen",2362,31664299
"POINT(774418.639310873 5868593.53053814)","Niremont",0,7444655164
"POINT(983555.290240886 5951383.02185265)","Nollen",1547,2879846482
"POINT(849071.32660844 6004448.52731963)","Nunningenberg",902,6190603355
"POINT(967990.36526724 5956832.78782147)","Nüsellstock",1479,897367079
"POINT(958540.609541086 6017189.11351954)","Oberäntschberg",533,4270632272
"POINT(880951.848409948 5886627.58394341)","Oberberghorn",2069,474774710
"POINT(830670.682322173 5901161.21449248)","Obere Gurnigel",0,4634543248
"POINT(832607.663725875 6002908.47618988)","Ober Fringeliflue",913,6328603315
"POINT(918896.944750383 5938864.34493481)","Oberhaupt",2106,452376164
"POINT(895168.30473187 6003858.15163518)","Oberholz",487,5404318211
"POINT(869716.427863928 5784763.4471291)","Oberrothorn",3413,393192181
"POINT(944728.910887689 5998527.93212608)","Ofengüpf",0,5646107358
"POINT(958518.601677756 6070241.24114798)","Osterberg",769,3443383193
"POINT(757660.013173552 5813626.39065107)","Pas de la Chaux des Rosées",2080,1373140028
"POINT(785580.45540958 5964483.0604731)","Petit Chasseral",1571,3744409010
"POINT(758660.530492904 5837101.97808557)","Petite Jumelle",2182,595503993
"POINT(987293.242894437 5929617.94669768)","Pfaff",2109,3751803940
"POINT(965246.183971899 5989916.82142944)","Pfannenstiel",853,497506421
"POINT(986504.054496407 5966473.48379517)","Pfiffegg",1278,7900756701
"POINT(874585.954273342 5816040.80602242)","Pheich",996,3072467894
"POINT(791787.719271806 5840978.92348908)","Pic Chaussy",2351,364893656
"POINT(801506.289304327 5799312.49283593)","Pierre Avoi",2473,2372349748
"POINT(1107308.64495416 5911620.93576474)","Pischahorn",2980,374054758
"POINT(1080755.08361364 5843761.8921648)","Piz Aela",2159,2143060013
